Amplitude, AndersonDarling, Autocor_length, Beyond1Std,CAR_sigma, Con, Eta_e, Freq1_harmonics_rel_phase_1,LinearTrend, MaxSlope, Mean, Period_fit, SlottedA_length,SmallKurtosis, StructureFunction_index_21,ID
1.1213499999999996,0.2196448321762433,1.0,0.38461538461538464,10.0,0.0,372556053.0125752,1.0560550676376177,0.00011576155028305913,170.97777136793277,20.170407692307695,-inf,6.0,0.03287354416711352,1.512679921774427,TranID1409030010044114444
1.5047500000000014,0.9999999984798773,2.0,0.4117647058823529,10.0,0.015151515151515152,16390830.97534414,0.13316326941960366,-0.00021553412207858056,310.6861833140541,20.125261764705883,1.0,6.0,10.438348069991548,1.7421557652438169,TranID1209210010044118805
1.5321999999999996,1.0,8.0,0.34594594594594597,10.0,0.03278688524590164,2411989.1713750954,-0.20989834574480426,-0.0003330977597194563,317.453004193196,19.331474594594596,0.0,1.0,3.2271739275950466,1.7237310176036338,TranID1310250040014131234
1.079024999999998,0.8785421742491628,2.0,0.38461538461538464,7.776815354427464,0.0,184221101.90346923,1.7624721415313243,0.00023945484187142964,282.0886416369785,20.07927692307692,0.9999988670792119,6.0,-0.3611199779237646,1.3790039510168641,TranID801010040034114166
1.247399999999999,0.9993023854078954,2.0,0.4146341463414634,10.0,0.0,8020303.380401696,1.0090821418561673,8.71591551501069e-06,123.99391257007319,20.123456097560975,0.9703372710296995,17.0,0.0003095257912448801,1.7310597028857244,TranID1011080040044131101
1.3054500000000004,0.5262255640769651,2.0,0.3,10.0,0.0,56633542.74889094,-1.8633389656608186,-8.119129223099002e-05,209.60294945984936,19.95322666666667,0.1571703382419577,7.0,-0.09295620178559494,1.6460397983557653,TranID909190070024118250
1.23785,0.9999999998778233,6.0,0.41,10.0,0.061224489795918366,4823456.084893153,-0.11939881163478328,-0.0002274394466707728,146.4970388423338,19.704732,0.003794793889568271,2.0,1.244926324098898,1.6773412245593682,TranID1310250070034110542
1.799949999999999,0.9999919228593013,1.0,0.37037037037037035,10.0,0.0,12861563.343001723,0.6206090998749202,-0.00010701950386268692,140.6207665477051,20.00896296296296,1.0,8.0,11.260248608387986,1.9720323293020714,TranID1209150070034133708
1.3650000000000002,1.0,30.0,0.3715277777777778,10.0,0.07342657342657342,217353.94819962216,0.3977039324062175,-0.0005521476319642254,210.70383411945977,18.261774305555555,0.0,3.0,1.9194260133294159,1.4033803965316185,TranID1201030070034134767
1.4053499999999985,0.9167576436232205,1.0,0.4166666666666667,10.0,0.0,88004518.92293806,1.497346794131377,0.0003672869386147395,108.4580285063778,19.918425000000003,1.0,15.0,-1.1607896399363153,1.791158444868463,TranID711020090024109055
0.8878000000000004,0.9999999985113002,1.0,0.29906542056074764,10.0,0.009433962264150943,4114680.30228621,1.4175523638712277,-1.2460150878506157e-05,448.9912805452063,19.31722056074766,1.0,2.0,4.434585885319569,2.1470467738010695,TranID809060090024127492
3.213374999999999,1.0,4.0,0.5211267605633803,10.0,0.043478260869565216,1048859.182506313,0.8986608912445103,0.0006076308315966771,196.7671727337455,18.962616901408456,3.5607398769510468e-06,7.0,0.38428124179820955,1.6443606532970931,TranID1010070120014131116
1.2440750000000005,0.9894359609938828,2.0,0.33663366336633666,10.0,0.030303030303030304,12918772.87977816,-0.014940584079140007,-3.138062327327254e-05,380.5910793376371,19.95308415841584,1.0,5.0,0.21569790634831554,1.6938242361266773,TranID909160120034110694
1.1129999999999995,0.6942153400727765,2.0,0.32967032967032966,10.0,0.0,11364448.654240327,1.4167662283961127,-0.00023650876605917185,201.53845847078372,19.71666923076923,0.07185225674418139,6.0,0.1958164337144348,1.8218186822314286,TranID1309120150014104855
0.9152500000000003,0.7939423763379283,1.0,0.3181818181818182,10.0,0.0,51384329.968506664,0.21611186125276527,0.00018967379097681203,238.68317610824457,20.094761363636362,1.0,5.0,-0.5411239355060089,1.5971693975973367,TranID1512020150014110836
1.2053999999999991,0.9999999824547162,1.0,0.16666666666666666,10.0,0.0,1618908.2379756728,0.3997305918190003,0.000976670005774963,146.93695041873227,19.010716666666667,4.19779957006039e-05,7.0,2.407759636990631,1.9103596953870081,TranID810090150024205441
0.240475,0.9999999999968643,1.0,0.22340425531914893,10.0,0.005376344086021506,5419236.386003614,0.2294311912504307,-3.617592686486024e-05,87.16421448040978,16.76708670212766,1.0,6.0,6.939781637070629,1.9962122657648396,TranID1009160150044112016
1.0409000000000006,0.9658539748589361,1.0,0.24489795918367346,10.0,0.0,42790664.24475962,0.9020139578598385,-0.0002340126511988142,188.3795636429069,19.859944897959185,1.0,5.0,-0.5130559088143491,1.6564584690494726,TranID1210090180034141802
0.5646499999999985,1.0,3.0,0.4140625,10.0,0.0,643852.3451174285,1.3578421463409929,1.7423662640674023e-06,52.58905079525531,17.5457609375,0.0,9.0,-0.6885515212358522,1.9740112638753926,TranID1208280210014111715
2.8946249999999996,1.0,2.0,0.4957983193277311,10.0,0.042735042735042736,734769.1878196667,-0.47370155787638757,-0.00025018953855133525,392.9409775840873,19.521119327731093,0.003384989711587627,1.0,2.332301191397661,1.5315934144862169,TranID1011271040014129121
1.5461749999999999,1.0,5.0,0.40131578947368424,10.0,0.04,2381675.4005485354,-0.15143150722513732,-0.00021905666060502535,254.37631566729755,19.859692763157895,0.060782558433887024,3.0,1.871176596060006,1.621213623362419,TranID1201041040034112466
0.9497000000000018,0.7881697464921317,2.0,0.28804347826086957,10.0,0.01098901098901099,3351526.4104502853,-0.9719579876118305,-0.00013583565763042034,271.808806795359,19.609607608695654,9.327126416547316e-06,1.0,0.4401686309645969,1.6743152619613137,TranID1107011040034131568
0.6658000000000008,0.9999997644166114,30.0,0.3786407766990291,10.0,0.006514657980456026,368691.769061367,-0.6250797559315009,-0.0003221189281007746,258.13406195985834,17.89053203883495,0.0,1.0,0.5761195392085865,1.6524421486900798,TranID1210211070014111403
0.9749500000000015,0.9999881649576506,3.0,0.36693548387096775,10.0,0.02032520325203252,580131.0518009602,0.7661536941652218,6.97185369913424e-05,187.65876915333934,18.08140927419355,3.4388469849488956e-10,2.0,-0.31043476891399013,1.818608370356207,TranID1006111070024108613
1.1084750000000003,0.5859304109268431,1.0,0.296551724137931,10.0,0.0,9707034.685995605,-0.13265339310324564,-0.0002559833273827746,471.49789668739385,19.949335862068967,0.0,5.0,0.2632616178894227,1.8447830196845778,TranID1509181070024115810
0.8404750000000014,0.4941959866590051,2.0,0.3333333333333333,10.0,0.0,43857630.73716616,-0.4141369037700716,-0.0002660899056204192,77.47646765842744,20.4218,1.0,8.0,0.3822873581399282,1.8015163689708522,TranID1111271070034113062
1.507575000000001,0.27145302155639733,1.0,0.3684210526315789,10.0,0.0,13056671.772637557,0.5693457608591425,-7.737354912264177e-05,174.0830667555484,20.086842105263162,1.0,8.0,0.008192103142897533,1.967304750259031,TranID1409251070034124903
2.00605,1.0,3.0,0.38095238095238093,10.0,0.0410958904109589,636421.7352323633,-0.6423600254397885,0.00012901635603426777,619.5744475917675,18.926977551020407,0.0002765023709727643,1.0,2.595183386598263,2.102540397379751,TranID811231070034125394
0.7074499999999997,0.9962039893388244,1.0,0.5,0.9722160587130588,0.0,170.58381919629483,0.9135495566454611,0.00012387143976970986,0.04185525543366597,20.820675,1.0,31.0,1.1100132090879216,1.4819211150789449,TranID1607081070044111695
